1.005776824951171875e+02 -2.950919026328862671e+01
9.679395412637840934e+01 -3.953607643643243463e+00
1.002111012086405282e+02 6.902567595238591203e-01
9.593906845567758523e+01 -4.709807640248637739e-01
9.837988780015055568e+01 -4.712648415532489921e-01
1.004554364226477645e+02 -5.102426001192104099e-01
1.016764194116259148e+02 -1.962445705840852317e-01
1.038731568216515768e+02 -1.962866287404904098e-01
1.058265867971564376e+02 -1.130454067935280360e+00
1.072915670332853040e+02 -2.110986537927980411e+00
1.075356489677325982e+02 -5.525830467853780625e-01
1.088784136608976922e+02 -3.352464858247441448e-01
1.111982045315400427e+02 -3.598497505738474933e-01
1.154696383843677268e+02 -3.204179674966639579e-01
1.169350844470520343e+02 -2.780978638742439557e-01
1.165687343848260724e+02 -2.309409791715521520e-01
1.152262837453659472e+02 -1.976353979208567424e-01
1.153482358968317811e+02 -1.616989635793837365e-01
1.198637516841067736e+02 -7.409467650486371848e-02
1.198647918701171875e+02 6.666888584968475029e-02
1.146160158677545695e+02 1.271563165195084277e-01
1.219384739011734666e+02 1.777492775886183041e-01
1.232826604516781970e+02 2.310347727675785556e-01
1.214515586029806826e+02 2.834253466424093149e-01
1.188886982912840722e+02 3.345447200302948954e-01
1.240149215337328741e+02 3.839649491506683110e-01
1.219399376452422104e+02 4.321783630207878812e-01
1.213297328091239677e+02 4.788080751817114789e-01
1.215737696040954745e+02 5.209418297693693134e-01
1.187654039016891403e+02 5.555834032889567231e-01
1.115649868354939684e+02 5.867449210748352240e-01
1.197426929047036595e+02 6.147677625267748969e-01
1.221838767511205788e+02 6.392981364877038386e-01
1.202312212755422252e+02 6.601792205312889683e-01
1.187661910932814919e+02 6.772981961199814327e-01
1.203527236671889398e+02 6.905419648390401788e-01
1.187662990218202168e+02 6.997995853528846677e-01
1.216958197773177375e+02 7.049667435498606638e-01
1.210856149411994949e+02 7.061067271678168611e-01
1.141279359790553940e+02 7.034448947252555095e-01
1.138838084365402921e+02 6.969965449222020881e-01
1.207181026010645297e+02 6.867724092411036096e-01
1.174235201008069254e+02 6.727955721037668368e-01
1.176677156185880477e+02 6.551125711818976960e-01
1.197424120613900413e+02 6.337897673362606898e-01
1.187661757609040052e+02 6.088809141161348748e-01
1.208419717514510978e+02 5.804750622394131421e-01
1.262117743092915703e+02 5.486798293169024010e-01
1.232827485504453762e+02 5.135698585436809793e-01
1.214521340420906768e+02 4.752642247392135921e-01
1.169355641592228778e+02 4.338357200173399986e-01
1.208412693523926151e+02 3.894047432225374306e-01
1.180343271062487389e+02 3.421025756201846457e-01
1.154704608315373946e+02 2.920134680014367379e-01
