0.000000000000000000e+00 0.000000000000000000e+00
9.679346927072425251e-04 -3.953587839420575419e-05
1.970031005768553296e-03 -3.263295001817578274e-05
2.929397184379936916e-03 -3.734240773841528588e-05
3.913161840557962713e-03 -4.205465912536745956e-05
4.917672041396286241e-03 -4.715663902324615021e-05
5.934381965911792248e-03 -4.911860333486955189e-05
6.973048987441327409e-03 -5.108096860640542894e-05
8.031239824257442594e-03 -6.238494185246539489e-05
9.104069808196394581e-03 -8.349407764292173862e-05
1.017932987100727237e-02 -8.901904549445519065e-05
1.126800676094191767e-02 -9.237060337369986502e-05
1.237987055666676418e-02 -9.596815915260967027e-05
1.353443735837499967e-02 -9.917136310056811612e-05
1.470364700169345812e-02 -1.019513361003017242e-04
1.586918147070283738e-02 -1.042597148155778559e-04
1.702127984527670307e-02 -1.062350163030027864e-04
1.817458621433041058e-02 -1.078509354942077531e-04
1.937303598206190081e-02 -1.085908000437887071e-04
2.057148416716374564e-02 -1.079230286222769016e-04
2.171743287073932618e-02 -1.066503926016551285e-04
2.293659432842639137e-02 -1.048718422309171625e-04
2.416918539273263042e-02 -1.025604573629558243e-04
2.538345320442568845e-02 -9.972519249430266807e-05
2.657208039876206296e-02 -9.637876480492456885e-05
2.781195768253017994e-02 -9.253817076398656997e-05
2.903107283264177649e-02 -8.821548340517867395e-05
3.024407377386784807e-02 -8.342654448717187234e-05
3.145950294087079130e-02 -7.821631802298176683e-05
3.264683643729422713e-02 -7.265972966084848937e-05
3.376215425046005109e-02 -6.679158324738970721e-05
3.495923756156196077e-02 -6.064326850428851401e-05
3.618072061807230122e-02 -5.424971273318113750e-05
3.738266500286893668e-02 -4.764741110284078816e-05
3.856994713984492062e-02 -4.087398659681465467e-05
3.977308265032627327e-02 -3.396819280090409123e-05
4.096034196252550108e-02 -2.696989232117558008e-05
4.217688446300189853e-02 -1.991999050096237482e-05
4.338731278031916078e-02 -1.285875940033803108e-05
4.452815255231314800e-02 -5.824217102761511908e-06
4.566653965277015642e-02 1.145771674721680177e-06
4.687325796871820438e-02 8.013449907997622799e-06
4.804701855757163853e-02 1.474129179358307883e-05
4.922320935182364354e-02 2.129223727763629247e-05
5.042013524472993558e-02 2.762989028219815790e-05
5.160728685433358526e-02 3.371839262606869935e-05
5.281518444840626464e-02 3.952277698934580702e-05
5.407676772016033195e-02 4.500915257251656012e-05
5.530904826527580087e-02 5.014437534318609709e-05
5.652301043426223581e-02 5.489649234262790030e-05
5.769179499110097670e-02 5.923427884913589578e-05
5.889962471644169528e-02 6.312771443566345499e-05
6.007937308168821017e-02 6.654809178144416673e-05
6.123347111519102104e-02 6.946754635647494518e-05
6.239854161523325504e-02 7.185961307775145255e-05
6.355871885039275637e-02 7.369931252786953726e-05
6.472742798776254247e-02 7.496256903774891917e-05
6.592908481704645718e-02 7.562684205178657178e-05
6.713195003338129352e-02 7.567119275870588932e-05
6.831527286731475801e-02 7.507561785943347890e-05
